Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2019,12,"2,519",472,"11,785",472,0,0,8,11,2,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2019,"691,658","6,578","2,657,924","2,172",0,0,"16,862","20,524",735,0,"2,301"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,1,350,"20,445","2,152","20,445",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,2,"5,753","21,852","35,381","21,852",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,3,"5,583","21,301","34,335","21,301",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,4,"13,680","20,810","84,133","20,810",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,5,"10,437","20,026","64,185","20,026",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,6,"10,047","20,026","61,787","20,026",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,7,"8,191","21,479","50,373","21,479",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,8,"18,599","18,930","114,384","18,930",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,9,"7,376","16,243","45,365","16,243",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,10,"13,496","15,894","82,999","15,894",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,11,"16,768","18,951","103,121","18,951",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,12,"23,118","22,295","142,176","22,295",0,0,0,0,0,0,0,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2019,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,1,"4,458",0,"16,776",0,0,0,0,0,16,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,2,"7,602",0,"27,212",0,0,0,0,0,13,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,3,"3,214",0,"11,059",0,0,0,0,0,0,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,4,213,0,213,0,0,0,0,0,44,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,5,"28,198",0,"178,982",0,506,0,0,0,"4,395",0,"2,382",Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,6,"47,387",0,"251,775",0,"1,068",0,0,0,"10,248",0,"4,852",Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,7,"52,031",0,"258,982",0,"1,027",0,0,0,"13,170",0,"6,464",Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,8,"50,586",0,"241,625",0,705,0,0,0,"13,465",0,"5,757",Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,9,"25,517",0,"123,837",0,421,0,0,0,"3,036",0,"2,911",Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,10,"11,047",0,"54,624",0,0,0,0,0,851,0,"2,356",Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,11,"2,472",0,"15,358",0,0,0,0,0,24,0,400,Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,12,249,0,437,0,0,0,0,0,0,0,0,Voyageurs NP,VOYA,National Park,Midwest ,MN,2019,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122"
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,1,"4,693",0,"8,974",0,0,0,0,0,3,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,2,"35,531",0,"95,334",0,0,0,0,0,172,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,3,"83,712",0,"197,688",0,0,0,0,0,548,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,4,"62,811",0,"148,531",0,0,0,0,0,413,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,5,"64,344",0,"153,920",0,0,0,0,0,567,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,6,"62,127",0,"147,501",0,0,0,0,0,440,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,7,"66,363",0,"158,364",0,0,0,0,0,489,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,8,"48,510",0,"116,722",0,0,0,0,0,310,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,9,"43,009",0,"118,271",0,0,0,0,0,338,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,10,"50,053",0,"138,625",0,0,0,0,0,403,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,11,"38,575",0,"105,577",0,0,0,0,0,311,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
White Sands NP,WHSA,National Park,Intermountain ,NM,2019,12,"49,057",0,"132,396",0,0,0,0,0,249,0,0,White Sands NP,WHSA,National Park,Intermountain ,NM,2019,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,1,"11,431","13,112","18,375","13,112",0,0,0,0,0,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,2,"14,127","16,204","23,317","16,204",0,0,3,4,1,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,3,"21,375","16,346","38,070","16,346",0,0,4,24,0,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,4,"54,922","19,040","152,234","19,040",0,0,50,170,3,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,5,"48,780","16,910","158,420","16,910",0,0,298,409,29,0,51,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,6,"125,106","43,370","410,063","43,370",0,0,"1,069","1,011",183,0,34,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,7,"146,531","32,655","423,301","32,655",0,0,993,774,64,0,285,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,8,"92,237","20,556","262,917","20,556",0,0,728,276,16,0,135,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,9,"55,196","19,134","168,408","19,134",0,0,388,790,67,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,10,"23,537","17,999","44,320","17,999",0,0,93,236,4,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,11,"10,950","12,560","18,060","12,560",0,0,6,21,0,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wind Cave NP,WICA,National Park,Midwest ,SD,2019,12,"11,158","12,799","17,893","12,799",0,0,0,0,2,0,0,Wind Cave NP,WICA,National Park,Midwest ,SD,2019,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,1,25,0,"1,150",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,2,95,0,"4,370",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,3,230,0,"10,580",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,4,520,0,"23,920",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,5,"4,572",0,"210,314",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,6,"16,445",0,"756,459",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,7,"23,372",0,"1,075,132",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,8,"20,779",0,"955,840",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,9,"7,855",0,"361,310",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,10,530,0,"24,380",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,11,60,0,"2,760",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,12,35,0,"1,610",0,0,0,0,0,0,0,0,Wrangell-St. Elias NP & PRES,WRST,National Park,Alaska,AK,2019,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,1,"33,896","58,361","570,106","58,361","6,485",0,96,198,27,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,2,"31,650","52,880","533,837","52,880","6,222",0,32,83,81,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,3,"28,695","64,620","358,548","64,620",0,0,182,294,115,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,4,"48,150","63,536","662,508","63,536",0,"1,290",643,"1,517",80,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,5,"434,385","108,215","6,660,866","108,215","38,458","9,520","4,531","6,906",929,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,6,"781,853","152,062","16,176,090","152,062","142,253","107,667","13,302","14,541","4,160",0,"1,154",Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,7,"936,062","193,317","19,420,614","193,317","142,253","138,611","27,136","16,227","12,556",0,"4,378",Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,8,"820,006","170,202","17,363,508","170,202","129,929","126,832","22,458","17,389","13,287",0,"3,582",Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,9,"693,118","134,406","14,724,566","134,406","145,510","85,171","10,822","18,691","6,034",0,736,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,10,"171,339","81,757","3,275,664","81,757","38,965","5,562","1,494","3,834",905,0,57,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,11,"15,628","52,449","202,188","52,449",0,0,182,419,9,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,12,"25,506","55,723","400,924","55,723","3,560",0,144,195,53,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,1,"116,746","4,902","1,430,396","4,902","23,306",0,"2,946","3,388",538,0,60,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,2,"111,665","4,674","1,079,573","4,674","17,093",0,488,400,635,0,0,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,3,"173,610","6,745","1,845,865","6,745","30,665",0,"1,043","1,328","1,468",0,418,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,4,"297,207","11,187","3,774,333","11,187","45,741",0,"20,367","13,668","1,531",0,418,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,5,"393,004","14,916","5,212,347","14,916","59,043",0,"31,507","16,968","4,924",0,"3,534",Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,6,"496,625","18,912","6,939,607","18,912","90,910",0,"36,110","9,524","19,050",0,"3,566",Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,7,"717,462","26,017","10,966,092","26,017","84,692",0,"93,530","32,000","48,052",0,"5,254",Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,8,"703,153","25,476","12,123,498","25,476","91,329",0,"116,330","46,524","42,027",0,"11,209",Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,9,"584,664","20,523","10,787,066","20,523","99,853",0,"105,165","41,988","28,464",0,"5,378",Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,10,"448,939","15,750","6,304,836","15,750","63,733",0,"43,415","29,664","7,619",0,574,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,11,"230,598","8,496","3,077,878","8,496","40,334",0,"14,666","12,564","1,182",0,0,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,12,"149,188","6,004","1,967,075","6,004","35,574",0,"4,018","3,932",88,0,0,Yosemite NP,YOSE,National Park,Pacific West ,CA,2019,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411"
Zion NP,ZION,National Park,Intermountain ,UT,2019,1,"98,828","1,860","650,131","1,860","2,999",0,"1,574","1,649",2,0,0,Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,2,"102,269","1,680","615,422","1,680","2,476",0,"1,010",732,71,0,0,Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,3,"296,316","1,860","1,914,024","1,860","5,079",0,"7,485","7,940","1,111",0,"1,416",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,4,"372,349","1,800","2,399,305","1,800","7,633",0,"11,081","8,453","1,919",0,"2,220",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,5,"529,553","1,860","3,317,085","1,860","6,980",0,"14,108","9,292","3,266",0,"2,554",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,6,"594,896","1,800","3,772,267","1,800","9,909",0,"16,098","9,132","2,889",0,"2,843",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,7,"629,802","1,860","4,029,289","1,860","8,959",0,"18,330","9,046","2,081",0,"3,490",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,8,"535,322","1,860","3,535,992","1,860","11,167",0,"17,568","8,042","1,721",0,"2,754",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,9,"497,443","1,800","3,144,084","1,800","8,633",0,"12,482","8,182","2,007",0,"2,850",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,10,"429,604","1,860","2,736,509","1,860","6,762",0,"11,009","8,969","2,117",0,"2,181",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,11,"230,180","1,800","1,543,130","1,800","6,291",0,"5,650","5,774",970,0,"1,311",Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"
Zion NP,ZION,National Park,Intermountain ,UT,2019,12,"171,706","1,860","1,058,308","1,860","5,752",0,"1,895","1,493",166,0,0,Zion NP,ZION,National Park,Intermountain ,UT,2019,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619"

